Date,adj_close,simple_rtn,log_rtn
2000-01-03,0.8440039753913879,,
2000-01-04,0.7728461623191833,-0.08430980794753573,-0.08807718980004604
2000-01-05,0.7841553688049316,0.014633192266635842,0.014527160248334755
2000-01-06,0.7162956595420837,-0.08653860186695839,-0.09051416116361913
2000-01-07,0.7502259612083435,0.04736912923352188,0.04628142871638649
2000-01-10,0.7370310425758362,-0.017587925924684167,-0.017744431278673818
2000-01-11,0.6993309855461121,-0.051151247168595315,-0.052505868383176724
2000-01-12,0.657390296459198,-0.059972588021625084,-0.06184624246415872
2000-01-13,0.7294906973838806,0.10967670395049356,0.10406871519822246
2000-01-14,0.7572941184043884,0.03811346891772183,0.03740509371888885
2000-01-18,0.7836840748786926,0.0348476976553147,0.03425426386556056
2000-01-19,0.8034769892692566,0.02525624167318674,0.024942573223888993
2000-01-20,0.8557853698730469,0.06510252477966239,0.06307106192672379
2000-01-21,0.8392916917800903,-0.019273148003690843,-0.019461296519922237
2000-01-24,0.8011207580566406,-0.04547993754411095,-0.04654661722539969
2000-01-25,0.8463601469993591,0.0564701244946646,0.05493327986502944
2000-01-26,0.8308091759681702,-0.018373940557483204,-0.018544838013500913
2000-01-27,0.8293954730033875,-0.001701597678113398,-0.001703047039829518
2000-01-28,0.7662481069564819,-0.0761366176960645,-0.07919107292144956
2000-01-31,0.7822704911231995,0.020910177814804642,0.020694560596370107
2000-02-01,0.7558805346488953,-0.03373507856139757,-0.03431723657246859
2000-02-02,0.7450417280197144,-0.014339311746155103,-0.01444311316566174
2000-02-03,0.7789718508720398,0.04554123826394285,0.04453468268968066
2000-02-04,0.8143157362937927,0.045372480895408795,0.04437326295499324
2000-02-07,0.8600262999534607,0.056133710331708775,0.05461479690078068
2000-02-08,0.8661531209945679,0.007123992651665079,0.0070987368929678295
2000-02-09,0.8491876125335693,-0.019587193129914193,-0.01978156451051422
2000-02-10,0.8557853698730469,0.007769493150981077,0.00773946606892442
2000-02-11,0.8199703693389893,-0.041850447314109473,-0.042751403919601624
2000-02-14,0.8732210993766785,0.06494226136563541,0.062920583011565
2000-02-15,0.8972550630569458,0.02752334282511404,0.027151385208170863
2000-02-16,0.8604974746704102,-0.040966710470601964,-0.0418294919489326
2000-02-17,0.8661531209945679,0.006572530995891501,0.0065510260903880796
2000-02-18,0.8388206958770752,-0.03155611225658117,-0.03206473509444605
2000-02-22,0.8581411838531494,0.023032917608062364,0.022771663976791624
2000-02-23,0.8765196800231934,0.021416634600290863,0.02119052117700677
2000-02-24,0.8686262369155884,-0.009005437399187799,-0.009046231447411181
2000-02-25,0.8322227597236633,-0.04190925353716046,-0.0428127805883791
2000-02-28,0.8539006114006042,0.02604813605931544,0.02571466188519511
2000-02-29,0.8642682433128357,0.01214149723493696,0.012068380493563855
2000-03-01,0.9825500845909119,0.1368577894574592,0.12826813171053533
2000-03-02,0.9198750853538513,-0.06378809611843406,-0.06591343509172012
2000-03-03,0.965114414691925,0.04917986154682219,0.048008774723076734
2000-03-06,0.9476786851882935,-0.018065971493335553,-0.018231153631176153
2000-03-07,0.9264720678329468,-0.022377434131203633,-0.02263160790486629
2000-03-08,0.9198750853538513,-0.00712054114542926,-0.007146013187034307
2000-03-09,0.9217601418495178,0.00204925269276246,0.0020471558386303806
2000-03-10,0.9481496810913086,0.0286295078770058,0.028227341364085647
2000-03-13,0.9146912097930908,-0.035288174394266014,-0.03592584855616971
2000-03-14,0.8614399433135986,-0.05821775251512251,-0.059981190909822533
2000-03-15,0.8765196800231934,0.017505267577434758,0.017353815301492347
2000-03-16,0.9165756702423096,0.04569890572001345,0.044685471164952535
2000-03-17,0.9424946308135986,0.02827803684166863,0.027885594317982064
2000-03-20,0.9274147748947144,-0.01599993827642998,-0.016129319202680292
2000-03-21,1.0174230337142944,0.09705286270622371,0.0926273685607133
2000-03-22,1.0871670246124268,0.06854964806872776,0.06630225989995689
2000-03-23,1.0654902458190918,-0.01993877509397668,-0.02014023487506177
