Date,Open,High,Low,Close,Adj Close,Volume,Simple Return,Log Return
2000-01-03,0.9363840222358704,1.004464030265808,0.9079239964485168,0.9994419813156128,0.8440040946006775,535796800,,
2000-01-04,0.966517984867096,0.9877229928970336,0.9034600257873536,0.9151790142059326,0.772845983505249,512377600,-0.08431014914577561,-0.0880775624133015
2000-01-05,0.9263389706611632,0.9871649742126464,0.919642984867096,0.9285709857940674,0.7841551899909973,778321600,0.014633195652328235,0.014527163585198179
2000-01-06,0.9475449919700624,0.955357015132904,0.8482139706611633,0.8482139706611633,0.7162956595420837,767972800,-0.08653839356683035,-0.09051393312978571
2000-01-07,0.861607015132904,0.9017860293388368,0.8526790142059326,0.888392984867096,0.7502261400222778,460734400,0.04736937887057047,0.04628166706312774
2000-01-10,0.9107139706611632,0.9129459857940674,0.845982015132904,0.872767984867096,0.7370308041572571,505064000,-0.01758847787498974,-0.017744993110592612
2000-01-11,0.8565850257873535,0.8872770071029663,0.8080360293388367,0.828125,0.6993310451507568,441548800,-0.05115085935873098,-0.05250545966705213
2000-01-12,0.8482139706611633,0.8526790142059326,0.7723209857940674,0.7784600257873535,0.6573901772499084,976068800,-0.05997283860293523,-0.06184650903228253
2000-01-13,0.8436099886894226,0.8816959857940674,0.825892984867096,0.8638389706611633,0.7294908165931702,1032684800,0.1096770865133454,0.10406905994979247
2000-01-14,0.892857015132904,0.9129459857940674,0.8872770071029663,0.896763026714325,0.757294237613678,390376000,0.03811346268943305,0.03740508771926648
2000-01-18,0.9017860293388368,0.9464290142059326,0.896763026714325,0.928013026714325,0.7836839556694031,459177600,0.03484737734025578,0.03425395433681616
2000-01-19,0.9430800080299376,0.970982015132904,0.9229909777641296,0.9514510035514832,0.8034770488739014,597643200,0.02525647368599193,0.024942799521247165
2000-01-20,1.03125,1.0848209857940674,1.0133930444717407,1.0133930444717407,0.8557853102684021,1831132800,0.06510237158337318,0.06307091809427887
2000-01-21,1.020089030265808,1.020089030265808,0.9838169813156128,0.993861973285675,0.8392921090126038,495924800,-0.019272592153545487,-0.0194607297464249
2000-01-24,0.9681919813156128,1.0066959857940674,0.9386159777641296,0.9486610293388368,0.8011208176612854,440876800,-0.045480341041482575,-0.046547039948266165
2000-01-25,0.9375,1.010045051574707,0.9140629768371582,1.0022319555282593,0.84635990858078,497145600,0.05646974828536,0.054932923764688446
2000-01-26,0.982142984867096,1.019531011581421,0.9799110293388368,0.9838169813156128,0.8308091163635254,367158400,-0.018373734459292912,-0.018544628057615295
2000-01-27,0.9715399742126464,1.0089290142059326,0.955357015132904,0.982142984867096,0.8293954730033875,340144000,-0.0017015260573036706,-0.001702975296944834
2000-01-28,0.9659600257873536,0.9899550080299376,0.8984379768371582,0.9073659777641296,0.7662480473518372,423348800,-0.07613668956123221,-0.07919115070910938
2000-01-31,0.9017860293388368,0.9274550080299376,0.84375,0.9263389706611632,0.7822704315185547,701680000,0.020910179441358645,0.020694562189609196
2000-02-01,0.9285709857940674,0.9375,0.892857015132904,0.8950889706611633,0.7558805346488953,318035200,-0.03373500493739867,-0.03431716037804772
2000-02-02,0.8995540142059326,0.9118300080299376,0.8660709857940674,0.8822540044784546,0.7450417280197144,464195200,-0.014339311746155103,-0.01444311316566174
2000-02-03,0.8956469893455505,0.9308040142059326,0.8950889706611633,0.9224330186843872,0.7789719104766846,475193600,0.045541318265696296,0.044534759206749
2000-02-04,0.928013026714325,0.982142984867096,0.9252229928970336,0.9642860293388368,0.814315915107727,425320000,0.04537263045777107,0.04437340602586445
2000-02-07,0.9642860293388368,1.020089030265808,0.9458709955215454,1.0184149742126465,0.8600262999534607,441067200,0.05613347841750893,0.05461457731284116
2000-02-08,1.0178569555282593,1.036829948425293,0.9933040142059326,1.025670051574707,0.8661530613899231,408643200,0.0071239233460580476,0.007098668077598598
2000-02-09,1.0189729928970337,1.0457589626312256,1.003906011581421,1.005579948425293,0.8491876721382141,299364800,-0.01958705684707096,-0.019781425504951655
2000-02-10,1.0078129768371582,1.0167410373687744,0.982142984867096,1.0133930444717407,0.8557853102684021,302982400,0.007769352225257098,0.007739326229670712
2000-02-11,1.0145089626312256,1.0189729928970337,0.966517984867096,0.970982015132904,0.8199702501296997,212251200,-0.04185051987801658,-0.042751479652987555
2000-02-14,0.9760040044784546,1.0345979928970337,0.9698659777641296,1.0340399742126465,0.8732213377952576,367539200,0.06494270695447169,0.06292100142743524
2000-02-15,1.0290180444717407,1.0708709955215454,1.0284600257873535,1.0625,0.8972549438476562,485744000,0.027522925760242734,0.027150979314758454
2000-02-16,1.051339030265808,1.0546879768371582,1.0011160373687744,1.0189729928970337,0.8604975938796997,378246400,-0.04096645019344414,-0.04182922055363762
2000-02-17,1.0284600257873535,1.03125,1.010045051574707,1.025670051574707,0.8661530613899231,289497600,0.006572322282418996,0.006550818739712677
2000-02-18,1.0234379768371582,1.0301339626312256,0.9899550080299376,0.9933040142059326,0.8388209342956543,233441600,-0.031555770351268775,-0.03206438204843444
2000-02-22,0.9832590222358704,1.0440850257873535,0.9525669813156128,1.0161830186843872,0.858141303062439,422296000,0.0230327689461014,0.02277151866184701
2000-02-23,1.0110210180282593,1.0625,0.9910709857940674,1.0379459857940674,0.8765196204185486,473099200,0.021416423251652272,0.021190314259816177
2000-02-24,1.0474330186843872,1.0636160373687744,0.997767984867096,1.0285990238189695,0.8686263561248779,376432000,-0.009005234007085305,-0.009046026207050339
2000-02-25,1.0251120328903198,1.0446430444717407,0.9832590222358704,0.9854909777641296,0.832222580909729,249144000,-0.04190959088272861,-0.042813132690336854
2000-02-28,0.9832590222358704,1.026785969734192,0.9676340222358704,1.011160969734192,0.8539001941680908,328328000,0.02604785517194852,0.025714388128637796
2000-02-29,1.0139509439468384,1.046875,1.005022048950195,1.0234379768371582,0.8642681837081909,368961600,0.012141921984455184,0.01206880014776266
2000-03-01,1.058593988418579,1.1791290044784546,1.058035969734192,1.1635040044784546,0.9825502634048462,1077003200,0.13685807475772083,0.12826838266560506
2000-03-02,1.1339290142059326,1.1422990560531616,1.0775669813156128,1.089285969734192,0.9198749661445618,311259200,-0.06378838782567187,-0.0659137466742604
2000-03-03,1.114954948425293,1.144950032234192,1.0714290142059326,1.1428569555282593,0.965114951133728,323366400,0.04918058068128417,0.04800946014818055
2000-03-06,1.125,1.1529020071029663,1.1160709857940674,1.1222100257873535,0.947678565979004,210560000,-0.01806664080194942,-0.01823183525420025
2000-03-07,1.128906011581421,1.1378350257873535,1.0814729928970337,1.0970979928970337,0.9264721870422364,273011200,-0.022377185364385932,-0.022631353443896655
2000-03-08,1.0970979928970337,1.1065850257873535,1.058593988418579,1.089285969734192,0.9198749661445618,271230400,-0.007120797569472925,-0.007146271450083755
2000-03-09,1.0792410373687744,1.1160709857940674,1.0558040142059326,1.0915180444717407,0.9217597246170044,276718400,0.0020489289760130536,0.002046832783849565
2000-03-10,1.0864959955215454,1.1422990560531616,1.0803569555282593,1.1227680444717407,0.9481496810913086,248606400,0.028629973483891735,0.028227794011785323
2000-03-13,1.0904020071029663,1.129464030265808,1.066964030265808,1.083147048950195,0.914691150188446,303956800,-0.035288237258438104,-0.03592591371985121
2000-03-14,1.0823099613189695,1.109375,1.0178569555282593,1.020089030265808,0.8614399433135986,428579200,-0.0582176911451221,-0.05998112574614104
2000-03-15,1.0323660373687744,1.073660969734192,1.0189729928970337,1.0379459857940674,0.8765196204185486,443609600,0.01750519838555986,0.017353747299999427
2000-03-16,1.0474330186843872,1.089285969734192,1.0223209857940674,1.0853790044784546,0.9165756702423096,378100800,0.04569897682910251,0.04468553916644537
2000-03-17,1.072545051574707,1.1160709857940674,1.068079948425293,1.1160709857940674,0.9424946308135986,305043200,0.02827803684166863,0.027885594317982064
2000-03-20,1.1026790142059326,1.1272319555282593,1.0926339626312256,1.098214030265808,0.9274144172668456,204489600,-0.016000317724606195,-0.01612970482079571
2000-03-21,1.0943080186843872,1.2209819555282593,1.0859379768371582,1.2047990560531616,1.017423152923584,524328000,0.09705341428915926,0.09262787134669165
2000-03-22,1.1855469942092896,1.2890629768371582,1.1746649742126465,1.2873879671096802,1.0871671438217163,567996800,0.06854964003691255,0.06630225238339904
2000-03-23,1.2678569555282593,1.3426339626312256,1.25,1.261718988418579,1.065490484237671,562564800,-0.019938663256365063,-0.020140120762185562
2000-03-24,1.2717629671096802,1.285156011581421,1.2098209857940674,1.238281011581421,1.045697569847107,446913600,-0.018576340833982408,-0.018751048050157433
2000-03-27,1.228795051574707,1.292410969734192,1.2220979928970337,1.246093988418579,1.0522959232330322,279182400,0.006310001645016827,0.006290176936891948
2000-03-28,1.2254459857940674,1.2678569555282593,1.224329948425293,1.2421879768371582,1.048997163772583,202966400,-0.003134821097010687,-0.0031397449416064407
2000-03-29,1.244420051574707,1.244977951049805,1.1948939561843872,1.213727951049805,1.0249629020690918,239836800,-0.022911655563543243,-0.023178206834481904
2000-03-30,1.192522048950195,1.229352951049805,1.119977951049805,1.1227680444717407,0.9481496810913086,414400000,-0.07494244018268414,-0.07789931657619005
2000-03-31,1.1378350257873535,1.2254459857940674,1.125,1.2126120328903198,1.0240205526351929,404633600,0.08001993045713829,0.07697949509283292
2000-04-03,1.2098209857940674,1.245535969734192,1.1556919813156128,1.1902899742126465,1.0051705837249756,328563200,-0.0184078033021009,-0.018579335191300825
2000-04-04,1.1841520071029663,1.1875,1.042410969734192,1.136718988418579,0.9599313139915466,660329600,-0.04500655954910715,-0.04605080716280454
2000-04-05,1.1291849613189695,1.1863839626312256,1.1071430444717407,1.1640629768371582,0.9830224514007568,457665600,0.02405498921916993,0.023770225584846313
2000-04-06,1.166295051574707,1.2008930444717407,1.1004459857940674,1.1177459955215454,0.9439089298248292,259627200,-0.039789041969685246,-0.04060227071305441
2000-04-07,1.136160969734192,1.177454948425293,1.120535969734192,1.176339030265808,0.9933887124061584,242435200,0.052420081024672216,0.05109235117325367
2000-04-10,1.175781011581421,1.1852680444717407,1.113839030265808,1.1160709857940674,0.9424946308135986,212262400,-0.051232796343422926,-0.052591817465338475
2000-04-11,1.1026790142059326,1.114954948425293,1.0541290044784546,1.066406011581421,0.9005534648895264,541822400,-0.044500164301060297,-0.04552068725479145
2000-04-12,1.0625,1.0625,0.9363840222358704,0.9754459857940674,0.8237400054931641,941136000,-0.08529583460742696,-0.08915458249551651
2000-04-13,0.9955360293388368,1.0714290142059326,0.96875,1.0161830186843872,0.858141303062439,529827200,0.04176232468966856,0.04091382200606432
2000-04-14,0.9760040044784546,1.0535709857940674,0.9732139706611632,0.9988840222358704,0.8435328602790833,667620800,-0.0170233535330635,-0.017169916526198998
2000-04-17,0.9776790142059326,1.1065850257873535,0.9737719893455504,1.1060270071029663,0.934012532234192,409561600,0.1072627709194085,0.10189099766245277
2000-04-18,1.1026790142059326,1.1328129768371582,1.0658479928970337,1.1328129768371582,0.9566324949264526,390924800,0.02421805052032111,0.02392944391007154
2000-04-19,1.1266740560531616,1.1629459857940674,1.0691959857940674,1.0814729928970337,0.9132772088050842,520150400,-0.04532073325054842,-0.04637984124607038
2000-04-20,1.104352951049805,1.113839030265808,1.0452009439468384,1.0613839626312256,0.8963124752044678,722120000,-0.018575667318811995,-0.01875036178695905
